business_name,country,city,zone,reason,matched_existing_record,matched_source_file,source_url
Chifa Guo Sheng,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8699516517
E-Nails - Uñas Acrílicas,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8779456850
Aquibaz,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8889170718
Popolo Pizza San Isidro,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.popolopizzeria.com/,,https://www.openstreetmap.org/node/8968829467
Popolo Pizza Chacarilla,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.popolopizzeria.com/,,https://www.openstreetmap.org/node/8968829468
Instituto de Imágenes Médicas,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.institutodeimagenesmedicas.com/,,https://www.openstreetmap.org/node/9268171962
Proyectos Ingeniería Perú,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://proyectosperu.negocio.site/,,https://www.openstreetmap.org/node/9275173704
Cacie,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/9611665399
La Robusta,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/9898221017
Villa Natura,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/10174732144
Café Risso,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.caferisso.com/,,https://www.openstreetmap.org/node/11070224806
Santuara,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/11211454474
La Picada Cebicheria - Magdalena,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/11358652570
Estudio Jurídico Bohórquez,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/11364692614
La Cacerola,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/11450850056
Panadería Cultivo,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12032169368
ADRRA Taberna Criolla Peruana,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12829302152
Loving Hut,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://lovinghut.com/pe/,,https://www.openstreetmap.org/node/12832263301
MIRAMAR,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12844725125
CHIFA YANG CHENG,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12844725126
Ethernal Raven,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12908518687
Taxi Gallegos,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12952723335
Dra. Cristina Soto,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12952723336
Miku Sushi & Pub,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.mikusushipub.com,,https://www.openstreetmap.org/node/13141690164
Policlinico Oftalmo Vista,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/13158543837
Optica Vitallents,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/13807061244
Clínica El Golf,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.sanna.pe/clinicas/el-golf-lima/informacion-general/,,https://www.openstreetmap.org/way/129197997
Clinica Ricardo Palma,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.crp.com.pe/,,https://www.openstreetmap.org/way/289515700
Centro de Salud Chacra Colorada,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/320580690
Norky's,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://norkys.pe/,,https://www.openstreetmap.org/way/361995976
Panchita,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.panchita.pe/,,https://www.openstreetmap.org/way/361996067
La Mar,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.lamarcebicheria.com/es/Lima,,https://www.openstreetmap.org/way/368855108
Clínica Santa Isabel,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.clinicasantaisabel.com/,,https://www.openstreetmap.org/way/399538210
Clínica Javier Prado,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.clinicajavierprado.com.pe/Inicio.aspx,,https://www.openstreetmap.org/way/400891961
Mi Divorcio,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.midivorcio.com.pe/,,https://www.openstreetmap.org/way/400896937
Clínica Delgado,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://clinicadelgado.pe/,,https://www.openstreetmap.org/way/405565200
Centro de Salud San Luis,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/415936150
José Antonio,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.joseantonio.com.pe/,,https://www.openstreetmap.org/way/416304156
Munisalud San Borja,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/416304605
Las Canastas Miraflores,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.lascanastas.com/,,https://www.openstreetmap.org/way/435185148
Pescados Capitales,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.pescadoscapitales.com/,,https://www.openstreetmap.org/way/435196861
Punto Marino,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://puntomarino.com/,,https://www.openstreetmap.org/way/435197714
Sachún,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435197715
Chifa He,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435208810
Restaurant Pecao Frito,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435210028
Rason,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.rasson.com.pe/,,https://www.openstreetmap.org/way/435319545
El Mercado,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.rafaelosterling.pe/es/el-mercado.html,,https://www.openstreetmap.org/way/435319546
La Preferida La Mar,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.restaurantelapreferida.com/index.php,,https://www.openstreetmap.org/way/435319548
Sabor Pez,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435341455
Hanzo,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://hanzo.com.pe/,,https://www.openstreetmap.org/way/435346081
El Pichito,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.elpichito.pe,,https://www.openstreetmap.org/way/435362245
Gladys,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435388433
Chifa Express,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435392439
Mr. Sushi,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435392441
Tai-I vegetariano,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435677046
Morelia,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://morelia.pe/,,https://www.openstreetmap.org/way/435682725
Restaurante La Tranquera,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.restaurantelatranquera.com/,,https://www.openstreetmap.org/way/435682726
Señor Limón,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://senorlimon.com/,,https://www.openstreetmap.org/way/435684439
La Gorda,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435685818
Punto Marisko,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.puntomarisko.com/,,https://www.openstreetmap.org/way/435695415
Carnal Prime Steakhouse,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.carnalprime.com/,,https://www.openstreetmap.org/way/435710338
El Señorio de Sulco,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.senoriodesulco.com,,https://www.openstreetmap.org/way/435713846
Chifa Palacio,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.chifapalacio.com.pe/,,https://www.openstreetmap.org/way/435841451
Baco y Vaca,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://bacoyvaca.pe/,,https://www.openstreetmap.org/way/436257380
Chifa Haiya,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436290273
Don Belisario,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436304460
Familia Chicken House,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436448706
ICPNA - San Miguel,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.icpna.edu.pe/,,https://www.openstreetmap.org/way/436454980
Clínica San Gabriel,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.clinicasangabriel.com.pe/,,https://www.openstreetmap.org/way/436457015
La Pagoda,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436465809
Mis Costillas,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.miscostillitas.com/,,https://www.openstreetmap.org/way/436572143
El Sillar,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.restauranteelsillar.com/,,https://www.openstreetmap.org/way/436593037
Los Yutes,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436609392
Chifa Hou Wha,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://chifahouwha.com.pe/,,https://www.openstreetmap.org/way/436738984
Las Delicias,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.juguerialasdelicias.com/,,https://www.openstreetmap.org/way/436743176
