business_name,country,city,zone,reason,matched_existing_record,matched_source_file,source_url
Quimera,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.quimera.com.pe/,,https://www.openstreetmap.org/node/6050106432
La Locanda by Swissôtel,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.swissotel.com/hotels/lima/dining/la-locanda/,,https://www.openstreetmap.org/node/6050139958
Market 770,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.marriott.com/hotels/hotel-information/restaurant/details/limwi-the-westin-lima-hotel-and-convention-center/5974628/,,https://www.openstreetmap.org/node/6050160640
JW Sushi Ceviche Lounge,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.espanol.marriott.com/hotels/hotel-information/restaurant/limdt-jw-marriott-hotel-lima/,,https://www.openstreetmap.org/node/6051672147
La Eñe,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.restaurante-laene.com/,,https://www.openstreetmap.org/node/6051739010
The Observatory,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.belmond.com/es/miraflores-park-lima/restaurants_lima,,https://www.openstreetmap.org/node/6051852144
Al Asador,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.alasador.com/,,https://www.openstreetmap.org/node/6051890809
Statera,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://staterarestaurante.pe/,,https://www.openstreetmap.org/node/6051902999
Isidro Bistró Limeño,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.hyatt.com/en-US/hotel/peru/hyatt-centric-san-isidro-lima/limct/dining,,https://www.openstreetmap.org/node/6053329810
Ramada Encore Restaurante & Bar,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://ramadaencoresanisidro.pe/,,https://www.openstreetmap.org/node/6053341920
Siam Thai Cuisine,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.siamthaicuisine.com.pe/,,https://www.openstreetmap.org/node/6053512901
El Bosque,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.plazadelbosque.com/dining-es.html,,https://www.openstreetmap.org/node/6056095555
Barra Lima Restaurante,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6056114337
21.02 Resto & Lounge,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.dazzlerlima.com/es/servicios/restaurant/,,https://www.openstreetmap.org/node/6056169175
Amore,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6094347270
Restaurante Miso,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.decameron.com/es/otr-destinos/peru/miraflores/radisson-decapolis-miraflores,,https://www.openstreetmap.org/node/6129494956
La Picada Cevichería Valle Hermoso,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6239134088
Acuatika Valle Hermoso,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6239134385
Della Nonna Pastas Valle Hermoso,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.dellanonna.com.pe/,,https://www.openstreetmap.org/node/6239134387
Restaurant Peña Turística Surquillana,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6341175386
Chifa Dao,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6348594886
Criollazo,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6427100586
La Barra de Ramiro - Cevicheria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6459415385
Osteoperu,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://osteoperu.com/,,https://www.openstreetmap.org/node/6476468286
Punto Italiano,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6517008296
Clínica Santa María,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://clinicasantamaria.pe/,,https://www.openstreetmap.org/node/6571278172
Instituto de Oncología & Radioterapia,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.oncologiaricardopalma.com/,,https://www.openstreetmap.org/node/6577890321
Snarios La Academia,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6606177526
Pollos Bunny's,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6606177532
Dentalanders,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6606177579
Centro Optico Expert Lens,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6606190486
Veterinaria San Roque,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6606190496
El Pez Nuestro de Cada Día,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6634674507
Clínica La Luz,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://clinicalaluz.pe/,,https://www.openstreetmap.org/node/6652462590
Cevicheria Mingos 326,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6653394286
Awicha,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.awicharestaurante.com,,https://www.openstreetmap.org/node/6677535785
Clínica Santa Martha del Sur,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.santamarthadelsur.com.pe/,,https://www.openstreetmap.org/node/6696066081
Barra Cevichera Sonrie Pez,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.barracevichera-sonriepez.com,,https://www.openstreetmap.org/node/6744673850
Mayta,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://maytalima.com/,,https://www.openstreetmap.org/node/6797001589
Bethania,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6867741574
El Sillar,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6873375185
Dios Town,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7002871187
Restaurant Snack Bar - Mr. Koala,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7004766686
Kasamama Buffet Criollo,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.kasamama.com/,,https://www.openstreetmap.org/node/7060357086
Clinica San Juan de Dios de Piura,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7064559509
Raw Cafe,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.rawcafe.com.pe/,,https://www.openstreetmap.org/node/7064590485
Posta de Saud Valle Sharon,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7072950120
P.S. Las Flores,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7080261750
Centro de Salud Santiago de Surco,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7080291989
Policlinico El Palmar S.A.,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7080291991
Policlinico Pnp Walter Rosales,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7082518484
Puesto de Salud Juan Carlos Soberón,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7112840621
Medi Clinic,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7129698885
Kinjo Ramen,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://kinjoramen.com/,,https://www.openstreetmap.org/node/7201178185
S'Concha Barriada Cevichera,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7507277046
Centro de Emergencias San Pedro de los Chorrillos,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7541812701
Cala,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://calarestaurante.com/,,https://www.openstreetmap.org/node/7546559119
Tanta,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://tantaperu.com/,,https://www.openstreetmap.org/node/7550189071
Implantodonto,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.implantodonto.com.pe/,,https://www.openstreetmap.org/node/7550245998
Holomedic Servicios Integrales S.A.C,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.holomedic.com.pe/,,https://www.openstreetmap.org/node/7552520836
Jocathex,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://jocathex.com/,,https://www.openstreetmap.org/node/7557798924
Rosa Negra Salón & Spa,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.salonsparosanegra.com/,,https://www.openstreetmap.org/node/7563882292
Spizza,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7668121041
Surito Maketto,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7668125949
Restaurante Chifa Vietnam,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://restchifavietnam.wixsite.com/barranco,,https://www.openstreetmap.org/node/7681338077
Pizza Party,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7729107031
Limamarc,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://limamarc.com.pe/,,https://www.openstreetmap.org/node/7799160044
El Chotano,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7873594127
Policlinico Sagrada Familia,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.solidaridadenmarcha.org/,,https://www.openstreetmap.org/node/7947754879
Citoved,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7993524807
Hospivet Sur,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://hospivetsur.com/,,https://www.openstreetmap.org/node/8013656965
Estudio Raul Canelo,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://estudioraulcanelo.pe/,,https://www.openstreetmap.org/node/8347297391
500 Grados,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://500grados.com,,https://www.openstreetmap.org/node/8359166417
Chifa Palacio Cristal,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8400126840
Restaurant Moche,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8407315998
Chifa Yin Dou,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8462583667
Vale Vet,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8467787518
Consultorio Dental Suarez Dent,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8498385112
Cevichería Jackili,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8498385113
Gala Pets,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8681055028
Pet Love,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8699377509
Chifa Guo Sheng,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8699516517
E-Nails - Uñas Acrílicas,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8779456850
Popolo Pizza Miraflores,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.popolopizzeria.com/,,https://www.openstreetmap.org/node/8968784271
Popolo Pizza San Isidro,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.popolopizzeria.com/,,https://www.openstreetmap.org/node/8968829467
Popolo Pizza Chacarilla,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.popolopizzeria.com/,,https://www.openstreetmap.org/node/8968829468
Popolo Pizza La Molina,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.popolopizzeria.com/,,https://www.openstreetmap.org/node/8968829470
Instituto de Imágenes Médicas,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.institutodeimagenesmedicas.com/,,https://www.openstreetmap.org/node/9268171962
Proyectos Ingeniería Perú,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://proyectosperu.negocio.site/,,https://www.openstreetmap.org/node/9275173704
Clinica Plastica Kalieska Arroyo,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://clinicaplastica.com.pe/,,https://www.openstreetmap.org/node/9311289839
Don Meme Chicken,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://donmemechicken.com/,,https://www.openstreetmap.org/node/9375286078
Chifa Tai Ga,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/9448605862
L' Tagliatelle,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/9467677993
Cacie,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/9611665399
Seitan - Urban Bistro,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/9702210379
Tolichy,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/9824133062
Villa Natura,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/10174732144
Centro de Salud Mental Comunitario La Molina,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/10281072218
Chifa Delicasa,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/10573688823
Optica Alpiste Optilens La Molina,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/10837249920
Medi Esthetic,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.mediesthetic.com.pe/,,https://www.openstreetmap.org/node/11023041254
Café Risso,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.caferisso.com/,,https://www.openstreetmap.org/node/11070224806
La Picada Cebicheria - Magdalena,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/11358652570
Estudio Jurídico Bohórquez,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/11364692614
La Cacerola,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/11450850056
Panadería Cultivo,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12032169368
Amankaya,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12123349301
LA COCHERA DEL CHINO,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12349087678
ADRRA Taberna Criolla Peruana,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12829302152
Loving Hut,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://lovinghut.com/pe/,,https://www.openstreetmap.org/node/12832263301
MIRAMAR,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12844725125
CHIFA YANG CHENG,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12844725126
Ethernal Raven,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12908518687
Taxi Gallegos,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12952723335
Dra. Cristina Soto,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12952723336
Roel Pizza y pastas,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,No coincide con formato peruano esperado.,,,https://www.openstreetmap.org/node/12968650434
Koi Sushi Bar,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,No coincide con formato peruano esperado.,,,https://www.openstreetmap.org/node/12990987477
Centro de Análisis de la Conducta (CAC),Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.atom.bio/cacespecialistasenconductadual,,https://www.openstreetmap.org/node/13016293402
Miku Sushi & Pub,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.mikusushipub.com,,https://www.openstreetmap.org/node/13141690164
Policlinico Oftalmo Vista,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/13158543837
Clínica Dental Cano,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,No coincide con formato peruano esperado.,,,https://www.openstreetmap.org/node/13248872925
Dental gma,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/13709812301
Optica Vitallents,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/13807061244
Clínica El Golf,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.sanna.pe/clinicas/el-golf-lima/informacion-general/,,https://www.openstreetmap.org/way/129197997
Clinica Ricardo Palma,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.crp.com.pe/,,https://www.openstreetmap.org/way/289515700
Centro de Salud Alicia Lastres de la Torre,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/320576261
Centro de Salud Chacra Colorada,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/320580690
Norky's,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://norkys.pe/,,https://www.openstreetmap.org/way/361995976
Panchita,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.panchita.pe/,,https://www.openstreetmap.org/way/361996067
La Mar,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.lamarcebicheria.com/es/Lima,,https://www.openstreetmap.org/way/368855108
Rosa Náutica,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://larosanautica.com/,,https://www.openstreetmap.org/way/384435929
El Parquesito D'ONOFRIO,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/384435933
Centro de Salud Leoncio Prado,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/393487906
Centro de Salud Piedra Liza,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/393491232
Centro de Salud Zárate,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/397376012
Clínica Santa Isabel,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.clinicasantaisabel.com/,,https://www.openstreetmap.org/way/399538210
Clínica Javier Prado,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.clinicajavierprado.com.pe/Inicio.aspx,,https://www.openstreetmap.org/way/400891961
Mi Divorcio,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.midivorcio.com.pe/,,https://www.openstreetmap.org/way/400896937
Centro Materno Infantil José Carlos Mariátegui,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/403547791
Clínica Delgado,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://clinicadelgado.pe/,,https://www.openstreetmap.org/way/405565200
Clínica Good Hope,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.goodhope.org.pe/,,https://www.openstreetmap.org/way/406006942
Centro de Salud San Luis,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/415936150
